impl,head_label,num_q_heads,num_kv_heads,head_dim,num_requests,cache_alloc_len,dtype_label,position_mode,seed,validation,validation_detail,device_median_ms,device_p95_ms,device_min_ms,device_std_ms,amortized_call_ms,synchronized_call_ms,logical_read_bytes,logical_write_bytes,logical_total_bytes,logical_eff_gbps,pct_of_empirical_bw
eager,mha,32,32,128,8,2048,fp32,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.08275199681520462,0.08959999680519104,0.081216000020504,0.0029909232602478666,0.07038095005555078,0.07951950829010457,397312,393216,790528,9.552977939195186,1.7290172418132952
compile,mha,32,32,128,8,2048,fp32,uniform,1234,pass,q_maxdiff=2.38e-07 k_maxdiff=2.38e-07 sets=2,0.026079999282956123,0.03222399950027466,0.02473600022494793,0.003074687901634933,0.01896367990411818,0.023759013856761158,397312,393216,790528,30.31165727510691,5.486182255437157
eager,mha,32,32,128,8,2048,fp32,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.08308799937367439,0.09203200042247772,0.08131200075149536,0.004016370600183086,0.06995865987846628,0.0793390063336119,397312,393216,790528,9.514346307036861,1.7220252066064434
compile,mha,32,32,128,8,2048,fp32,ragged,1234,pass,q_maxdiff=4.77e-07 k_maxdiff=4.77e-07 sets=3,0.02651200070977211,0.0315839983522892,0.025151999667286873,0.0027196739878136383,0.019196110079064965,0.023378495825454593,397312,393216,790528,29.817742110598907,5.396787321117929
eager,mha,32,32,128,32,128,bf16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.10416000336408615,0.11635199934244156,0.10204800218343735,0.0049457331503284865,0.08821812021778896,0.0993215071503073,802816,786432,1589248,15.257756803682714,2.7615393600693325
compile,mha,32,32,128,32,128,bf16,uniform,1234,pass,q_maxdiff=5.96e-08 k_maxdiff=7.81e-03 sets=2,0.026016000658273697,0.03033600002527237,0.024768000468611717,0.002393224995623838,0.019125380204059184,0.022958003683015704,802816,786432,1589248,61.087329327637526,11.056347699753042
eager,mha,32,32,128,32,128,bf16,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.10220800340175629,0.11433599889278412,0.10038399696350098,0.004618624413297701,0.08754105016123503,0.09848950139712542,802816,786432,1589248,15.549154147479328,2.8142800902217346
compile,mha,32,32,128,32,128,bf16,ragged,1234,pass,q_maxdiff=7.81e-03 k_maxdiff=7.81e-03 sets=3,0.026688000187277794,0.029952000826597214,0.025760000571608543,0.002099124373145433,0.019106149848084897,0.023678992874920368,802816,786432,1589248,59.549160253588305,10.777950652593196
eager,mha,32,32,128,32,128,fp16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.10326399654150009,0.1130559965968132,0.09987200051546097,0.003720737302323988,0.08894327998859808,0.09947651415131986,802816,786432,1589248,15.390146161555034,2.78550083929087
compile,mha,32,32,128,32,128,fp16,uniform,1234,pass,q_maxdiff=9.77e-04 k_maxdiff=4.88e-04 sets=2,0.026496000587940216,0.030688000842928886,0.024960000067949295,0.002521173111030653,0.019341689767315984,0.023379005142487586,802816,786432,1589248,59.98067499754487,10.856051579565545
