head_label,num_q_heads,num_kv_heads,head_dim,num_requests,cache_alloc_len,dtype_label,position_mode,layout,request_mapping,impl,spread,tensor_mode,position_sets,fresh_args,distinct_slots_per_request,device_median_ms,device_min_ms,amortized_call_ms,device_median_ratio,amortized_call_ratio
gqa,32,8,128,1,2048,bf16,ragged,packed,identity,eager,8,distinct,8,False,8,0.08958399668335915,0.08752000331878662,0.0785976042971015,1.0044850599921102,1.0212296819548536
gqa,32,8,128,1,2048,bf16,ragged,packed,identity,compile,8,distinct,8,False,8,0.029600000008940697,0.025855999439954758,0.0225993397179991,1.0109289815631206,0.99878880807416
gqa,32,8,128,1,2048,bf16,ragged,packed,identity,graph_compile,8,distinct,8,False,8,0.01071999967098236,0.006047999951988459,0.0058587046805769205,0.9852940912119186,0.9990697351246458
gqa,32,8,128,1,2048,bf16,ragged,packed,identity,eager,64,distinct,8,False,8,0.0891840010881424,0.08710400015115738,0.07847337517887354,1.0,1.0196155556206983
gqa,32,8,128,1,2048,bf16,ragged,packed,identity,compile,64,distinct,8,False,8,0.030063999816775322,0.027936000376939774,0.022090034326538444,1.0267759698414334,0.9762798086418629
gqa,32,8,128,1,2048,bf16,ragged,packed,identity,graph_compile,64,distinct,8,False,8,0.010528000071644783,0.00723200011998415,0.005904790014028549,0.9676470691458222,1.0069285476770675
gqa,32,8,128,1,2048,bf16,ragged,packed,identity,eager,512,distinct,8,False,8,0.08956799656152725,0.08764799684286118,0.07747349911369383,1.0043056542507591,1.006624025851191
gqa,32,8,128,1,2048,bf16,ragged,packed,identity,compile,512,distinct,8,False,8,0.029600000008940697,0.026464000344276428,0.022975850151851773,1.0109289815631206,1.015428869781613
gqa,32,8,128,1,2048,bf16,ragged,packed,identity,graph_compile,512,distinct,8,False,8,0.010607999749481678,0.004832000005990267,0.006111225811764598,0.9749999807401121,1.042131509595962
gqa,32,8,128,1,2048,bf16,ragged,packed,identity,eager,2048,distinct,8,False,8,0.0899839997291565,0.08761599659919739,0.0774574198294431,1.008970203525893,1.0064151054586639
gqa,32,8,128,1,2048,bf16,ragged,packed,identity,compile,2048,distinct,8,False,8,0.029791999608278275,0.02611199952661991,0.02304628025740385,1.0174863450550204,1.0185415625440866
gqa,32,8,128,1,2048,bf16,ragged,packed,identity,graph_compile,2048,distinct,8,False,8,0.01065600011497736,0.006207999773323536,0.007444529328495264,0.9794117790563871,1.269496305045883
