impl,head_label,num_q_heads,num_kv_heads,head_dim,num_requests,cache_alloc_len,dtype_label,position_mode,layout,request_mapping,seed,validation,validation_detail,validation_cases,device_median_ms,device_p95_ms,device_min_ms,device_std_ms,amortized_call_ms,synchronized_call_ms,logical_read_bytes,logical_write_bytes,logical_total_bytes,logical_eff_gbps,pct_of_empirical_bw,pct_of_scattered_write_bw
eager,mha,32,32,128,128,2048,bf16,uniform,packed,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.09854399785399437,0.10979200154542923,0.08390399813652039,0.01919886563144912,0.08816783898510039,0.10292802471667528,3211264,3145728,6356992,64.5091749719623,11.667697635072491,17.68106162440186
compile,mha,32,32,128,128,2048,bf16,uniform,packed,identity,1234,pass,q_maxdiff=7.81e-03 k_maxdiff=7.81e-03 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.026367999613285065,0.031007999554276466,0.02470399998128414,0.0030433296092083747,0.01911971950903535,0.02458097878843546,3211264,3145728,6356992,241.08738217658114,43.60518763555887,66.0786758315007
graph_eager,mha,32,32,128,128,2048,bf16,uniform,packed,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.06038400158286095,0.062111999839544296,0.05920000001788139,0.0009002629358135623,0.05964876036159694,0.06537250010296702,3211264,3145728,6356992,105.27609686941204,19.041162237879682,28.85470411199018
graph_compile,mha,32,32,128,128,2048,bf16,uniform,packed,identity,1234,pass,q_maxdiff=7.81e-03 k_maxdiff=7.81e-03 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.01065600011497736,0.012095999903976917,0.009375999681651592,0.0010324355196810223,0.006493499968200922,0.013069482520222664,3211264,3145728,6356992,596.5645581276823,107.89992101216131,163.50999248981347
eager,mha,32,32,128,128,2048,bf16,ragged,packed,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.09419200196862221,0.10937599837779999,0.08505599945783615,0.00786096517225661,0.08745379978790879,0.10327354539185762,3211264,3145728,6356992,67.48972170819427,12.206785572883998,18.497987752206658
compile,mha,32,32,128,128,2048,bf16,ragged,packed,identity,1234,pass,q_maxdiff=1.56e-02 k_maxdiff=7.81e-03 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.02723200060427189,0.04201599955558777,0.024992000311613083,0.004929187581757514,0.019425200298428535,0.025007000658661127,3211264,3145728,6356992,233.43830269314762,42.22170774082873,63.982170244887364
graph_eager,mha,32,32,128,128,2048,bf16,ragged,packed,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.06070400029420853,0.0631679967045784,0.059647999703884125,0.0013291047290536955,0.06021052016876638,0.06615399615839124,3211264,3145728,6356992,104.72113813241546,18.940787512175433,28.702597692521913
graph_compile,mha,32,32,128,128,2048,bf16,ragged,packed,identity,1234,pass,q_maxdiff=1.56e-02 k_maxdiff=7.81e-03 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.010912000201642513,0.014751999638974667,0.008031999692320824,0.002001524568071022,0.008309209952130914,0.012413947843015194,3211264,3145728,6356992,582.5689041907387,105.36854375594397,159.6739797080587
eager,mha,32,32,128,128,2048,fp16,uniform,packed,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.09417600184679031,0.11215999722480774,0.08457600325345993,0.008277427265365254,0.08755689952522516,0.10328396456316113,3211264,3145728,6356992,67.5011879389596,12.208859456384168,18.501130485513194
compile,mha,32,32,128,128,2048,fp16,uniform,packed,identity,1234,pass,q_maxdiff=9.77e-04 k_maxdiff=1.95e-03 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.026159999892115593,0.038784001022577286,0.022463999688625336,0.004317826175646302,0.01884671044535935,0.025177490897476673,3211264,3145728,6356992,243.00428234772068,43.95189508613773,66.60407132862922
graph_eager,mha,32,32,128,128,2048,fp16,uniform,packed,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.06046399846673012,0.06224000081419945,0.0597120001912117,0.0011667444022102505,0.05965708987787366,0.06461102748289704,3211264,3145728,6356992,105.13681134564544,19.01596983111029,28.816527900154036
graph_compile,mha,32,32,128,128,2048,fp16,uniform,packed,identity,1234,pass,q_maxdiff=9.77e-04 k_maxdiff=1.95e-03 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.010735999792814255,0.01635199971497059,0.007455999962985516,0.0016881477908239977,0.008298290194943547,0.013269949704408646,3211264,3145728,6356992,592.1192364641081,107.09590097805354,162.2915920637019
eager,mha,32,32,128,128,2048,fp16,ragged,packed,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.09443199634552002,0.11932799965143204,0.08668799698352814,0.015590557104779607,0.08728479035198689,0.1023325021378696,3211264,3145728,6356992,67.31819982646786,12.175762614449757,18.450976006016198
compile,mha,32,32,128,128,2048,fp16,ragged,packed,identity,1234,pass,q_maxdiff=9.77e-04 k_maxdiff=1.95e-03 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.025887999683618546,0.03152000159025192,0.02412799932062626,0.0026487382160267294,0.019195459317415953,0.025407993234694004,3211264,3145728,6356992,245.5574813693539,44.41368915185825,67.30386743143907
graph_eager,mha,32,32,128,128,2048,fp16,ragged,packed,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.060944000259041786,0.06268800050020218,0.05974400043487549,0.001751540572595888,0.06019769003614783,0.06560352630913258,3211264,3145728,6356992,104.30874200872402,18.86619791652181,28.58956568924762
graph_compile,mha,32,32,128,128,2048,fp16,ragged,packed,identity,1234,pass,q_maxdiff=9.77e-04 k_maxdiff=1.95e-03 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.011327999643981457,0.019200000911951065,0.007840000092983246,0.0027740041194447753,0.00823608017526567,0.012643984518945217,3211264,3145728,6356992,561.1751588796577,101.4990825253526,153.81025366619895
skipped,mha,32,32,128,128,2048,fp32,uniform,packed,identity,1234,not-run,peak cache 17.2GB > budget,,,,,,,,,,,,,
skipped,mha,32,32,128,128,2048,fp32,ragged,packed,identity,1234,not-run,peak cache 17.2GB > budget,,,,,,,,,,,,,
eager,gqa,32,8,128,1,128,bf16,uniform,packed,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.09120000153779984,0.09939199686050415,0.08873599767684937,0.003099360909301002,0.07858603959903121,0.08887198055163026,12800,12288,25088,0.2750877146597605,0.049754787271240004,0.07539769090410905
compile,gqa,32,8,128,1,128,bf16,uniform,packed,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.030608000233769417,0.05459199845790863,0.02908799983561039,0.009705908681105336,0.02280755084939301,0.0287839793600142,12800,12288,25088,0.819654985898776,0.14825002094203057,0.22465595510597267
graph_eager,gqa,32,8,128,1,128,bf16,uniform,packed,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.03179199993610382,0.033440001308918,0.030688000842928886,0.0007265602084586623,0.030688060214743018,0.035792007111012936,12800,12288,25088,0.7891293423006526,0.14272888414600599,0.21628930360535234
graph_compile,gqa,32,8,128,1,128,bf16,uniform,packed,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.010960000101476908,0.012575999833643436,0.00559999980032444,0.0016753809600790186,0.005958699621260166,0.011230935342609882,12800,12288,25088,2.289051073696549,0.4140179410252493,0.6273968487896907
eager,gqa,32,8,128,1,128,bf16,uniform,packed,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.09062399715185165,0.11488000303506851,0.08816000074148178,0.02326369110134374,0.07826394052244723,0.095134018920362,12800,12288,25088,0.27683616689255025,0.05007102774386153,0.07587691717988633
compile,gqa,32,8,128,1,128,bf16,uniform,packed,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.030751999467611313,0.05663999915122986,0.028863999992609024,0.009267287805435705,0.022907640086486936,0.028427981305867434,12800,12288,25088,0.8158168715638552,0.14755582577416249,0.22360398170673557
graph_eager,gqa,32,8,128,1,128,bf16,uniform,packed,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.03167999908328056,0.033055998384952545,0.030592000111937523,0.0008036435089654925,0.030938620911911126,0.0357719836756587,12800,12288,25088,0.7919192148348402,0.14323348506802122,0.2170539686041318
graph_compile,gqa,32,8,128,1,128,bf16,uniform,packed,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.010944000445306301,0.01190400030463934,0.006047999951988459,0.0012658814449784347,0.0059183198027312756,0.011196010746061802,12800,12288,25088,2.2923975675421158,0.4146232173808169,0.628314075896298
eager,gqa,32,8,128,1,128,bf16,uniform,strided,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.09092799946665764,0.09862399846315384,0.08931200206279755,0.003260640597340686,0.08010990102775395,0.08949352195486426,12800,12288,25088,0.27591061221136304,0.04990362377117839,0.07562323560107313
compile,gqa,32,8,128,1,128,bf16,uniform,strided,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.030239999294281006,0.03782400116324425,0.02611199952661991,0.0031039443302014907,0.022721280110999942,0.028754002414643764,12800,12288,25088,0.8296296489909194,0.15005412637387697,0.2273898705977068
graph_eager,gqa,32,8,128,1,128,bf16,uniform,strided,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.03171199932694435,0.032735999673604965,0.030719999223947525,0.0007744316035326722,0.030790640739724044,0.03578199539333582,12800,12288,25088,0.7911200975172759,0.14308894967068675,0.21683494173635484
graph_compile,gqa,32,8,128,1,128,bf16,uniform,strided,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.010912000201642513,0.014560000039637089,0.006783999968320131,0.0015484566664426826,0.0059893494471907616,0.012132979463785887,12800,12288,25088,2.299120192118734,0.4158391304801269,0.630156653164858
eager,gqa,32,8,128,1,128,bf16,uniform,strided,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.09081599861383438,0.10198400169610977,0.08886399865150452,0.0042781173362641325,0.07857081014662981,0.09355554357171059,12800,12288,25088,0.2762508851185857,0.04996516852658112,0.07571649964055796
compile,gqa,32,8,128,1,128,bf16,uniform,strided,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.03057599999010563,0.03731200098991394,0.02473600022494793,0.0030268246057287857,0.023137159878388047,0.028423499315977097,12800,12288,25088,0.8205128207783378,0.14840517651486027,0.22489107563534985
graph_eager,gqa,32,8,128,1,128,bf16,uniform,strided,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.03167999908328056,0.0331839993596077,0.03062400035560131,0.0007851274107332763,0.030864690197631713,0.03578700125217438,12800,12288,25088,0.7919192148348402,0.14323348506802122,0.2170539686041318
graph_compile,gqa,32,8,128,1,128,bf16,uniform,strided,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.010928000323474407,0.017343999817967415,0.008191999979317188,0.004463118555796982,0.0060286198277026415,0.011225987691432238,12800,12288,25088,2.295753958398824,0.41523028379700055,0.6292340156350843
eager,gqa,32,8,128,1,128,bf16,ragged,packed,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.09073599800467491,0.09993600100278854,0.08860799670219421,0.004252996459991268,0.07846723077818751,0.08898199303075671,12800,12288,25088,0.2764944515043237,0.05000922208863789,0.07578325777655548
compile,gqa,32,8,128,1,128,bf16,ragged,packed,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.043487999588251114,0.049855999648571014,0.03152000159025192,0.007000849126458325,0.030996639980003238,0.038978003431111574,12800,12288,25088,0.5768947810323718,0.10434227185919809,0.15811878199748286
graph_eager,gqa,32,8,128,1,128,bf16,ragged,packed,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.031808000057935715,0.033504001796245575,0.03062400035560131,0.0008205762420959923,0.030827519949525595,0.03576802555471659,12800,12288,25088,0.7887323929295845,0.14265708838609947,0.21618050534069197
graph_compile,gqa,32,8,128,1,128,bf16,ragged,packed,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.010944000445306301,0.014336000196635723,0.006719999946653843,0.001592400314193575,0.006162179633975029,0.011416035704314709,12800,12288,25088,2.2923975675421158,0.4146232173808169,0.628314075896298
eager,gqa,32,8,128,1,128,bf16,ragged,packed,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.08980799838900566,0.10569600015878677,0.08816000074148178,0.011728634202724162,0.07854717085137963,0.08987396722659469,12800,12288,25088,0.27935151044487905,0.05052597493594169,0.07656633762859921
compile,gqa,32,8,128,1,128,bf16,ragged,packed,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.04326399974524975,0.052319999784231186,0.031936001032590866,0.0071322556558451565,0.029071210883557796,0.040045531932264566,12800,12288,25088,0.5798816602192353,0.10488250513981222,0.15893744376134095
graph_eager,gqa,32,8,128,1,128,bf16,ragged,packed,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.03167999908328056,0.03324799984693527,0.030400000512599945,0.0008303753463812483,0.030824119457975026,0.03583304351195693,12800,12288,25088,0.7919192148348402,0.14323348506802122,0.2170539686041318
graph_compile,gqa,32,8,128,1,128,bf16,ragged,packed,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.010991999879479408,0.012608000077307224,0.009952000342309475,0.0007908475630007819,0.005970520433038473,0.011235999409109354,12800,12288,25088,2.282387215709121,0.4128126569689245,0.625570378620398
eager,gqa,32,8,128,1,128,bf16,ragged,strided,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.09059199690818787,0.10038399696350098,0.08819200098514557,0.003799204742151134,0.07828659028746188,0.08837151108309627,12800,12288,25088,0.2769339550537328,0.05008871457209122,0.07590371954567007
compile,gqa,32,8,128,1,128,bf16,ragged,strided,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.04331200011074543,0.05190400034189224,0.03152000159025192,0.007468792252517428,0.028776759281754494,0.03643357194960117,12800,12288,25088,0.5792390084930717,0.10476626948761558,0.1587613019213893
graph_eager,gqa,32,8,128,1,128,bf16,ragged,strided,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.03171199932694435,0.033535998314619064,0.03049599938094616,0.0009212704506391538,0.03086908953264356,0.035812496207654476,12800,12288,25088,0.7911200975172759,0.14308894967068675,0.21683494173635484
graph_compile,gqa,32,8,128,1,128,bf16,ragged,strided,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.010879999957978725,0.014399999752640724,0.005888000130653381,0.0018346500538491235,0.005937759997323155,0.011196010746061802,12800,12288,25088,2.3058823618470696,0.4170621960639226,0.6320100692058063
eager,gqa,32,8,128,1,128,bf16,ragged,strided,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.09014400094747543,0.09865599870681763,0.08854400366544724,0.0035150396371087756,0.07825211971066892,0.08947349851951003,12800,12288,25088,0.2783102562156979,0.05033764452383199,0.07628094442366638
compile,gqa,32,8,128,1,128,bf16,ragged,strided,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.04209600016474724,0.0522879995405674,0.03222399950027466,0.007597999727385125,0.028874250128865242,0.038973987102508545,12800,12288,25088,0.5959711113126047,0.10779258499362082,0.1633473370270401
graph_eager,gqa,32,8,128,1,128,bf16,ragged,strided,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.03171199932694435,0.03385600075125694,0.03062400035560131,0.000996367356829538,0.030823610723018646,0.03579695476219058,12800,12288,25088,0.7911200975172759,0.14308894967068675,0.21683494173635484
graph_compile,gqa,32,8,128,1,128,bf16,ragged,strided,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.010975999757647514,0.014911999925971031,0.007615999784320593,0.0018899264700973082,0.006018900312483311,0.01391599653288722,12800,12288,25088,2.285714336183359,0.41341442928589706,0.6264822957571833
eager,gqa,32,8,128,1,128,fp16,uniform,packed,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.09137600287795067,0.10121600329875946,0.08979199826717377,0.003537143448104395,0.07815383025445044,0.08959852857515216,12800,12288,25088,0.2745578621283052,0.04965895347502597,0.07525246574405114
compile,gqa,32,8,128,1,128,fp16,uniform,packed,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.03038400039076805,0.03638400137424469,0.029055999591946602,0.002899561681120462,0.02338032005354762,0.028748996555805206,12800,12288,25088,0.8256977250310594,0.14934296397089036,0.22631218529376415
graph_eager,gqa,32,8,128,1,128,fp16,uniform,packed,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.03171199932694435,0.032607998698949814,0.030592000111937523,0.0008034757654422489,0.03086569020524621,0.03575696609914303,12800,12288,25088,0.7911200975172759,0.14308894967068675,0.21683494173635484
graph_compile,gqa,32,8,128,1,128,fp16,uniform,packed,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.010847999714314938,0.015231999568641186,0.008352000266313553,0.00144479412542491,0.0062507507391273975,0.011235999409109354,12800,12288,25088,2.312684426686891,0.4182924774290104,0.6338744199382149
eager,gqa,32,8,128,1,128,fp16,uniform,packed,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.09041600301861763,0.0984639972448349,0.08879999816417694,0.0036494596623090677,0.07781520020216703,0.08795550093054771,12800,12288,25088,0.27747300436222677,0.0501862117784132,0.07605146541354414
compile,gqa,32,8,128,1,128,fp16,uniform,packed,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.030608000233769417,0.03580800071358681,0.029279999434947968,0.0030581101344413736,0.023045599227771163,0.028654001653194427,12800,12288,25088,0.819654985898776,0.14825002094203057,0.22465595510597267
graph_eager,gqa,32,8,128,1,128,fp16,uniform,packed,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.03169599920511246,0.032735999673604965,0.030559999868273735,0.0006860237808784751,0.030903560109436512,0.035818025935441256,12800,12288,25088,0.7915194544790811,0.143161180888662,0.21694439988792602
graph_compile,gqa,32,8,128,1,128,fp16,uniform,packed,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.011136000044643879,0.0163199994713068,0.006207999773323536,0.0017438226795773646,0.006115790456533432,0.010600022505968809,12800,12288,25088,2.2528735541866904,0.4074745561654766,0.617481097237298
eager,gqa,32,8,128,1,128,fp16,uniform,strided,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.09169599786400795,0.10067199915647507,0.08924800157546997,0.005647668407698645,0.07890213979408145,0.08947303285822272,12800,12288,25088,0.2735997271899194,0.04948565675003231,0.07498985437291743
compile,gqa,32,8,128,1,128,fp16,uniform,strided,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.0302559994161129,0.03606399893760681,0.029184000566601753,0.0024576654063004715,0.022939699701964855,0.028172507882118225,12800,12288,25088,0.8291909202853609,0.1499747740355079,0.22726962120244254
graph_eager,gqa,32,8,128,1,128,fp16,uniform,strided,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.03167999908328056,0.03315199911594391,0.030559999868273735,0.0008122566846996553,0.030834630597382787,0.03572698915377259,12800,12288,25088,0.7919192148348402,0.14323348506802122,0.2170539686041318
graph_compile,gqa,32,8,128,1,128,fp16,uniform,strided,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.01080000028014183,0.014879999682307243,0.005791999865323305,0.0015946237519666334,0.005936460802331567,0.011236523278057575,12800,12288,25088,2.3229629027074923,0.42015153314333076,0.6366916062997546
eager,gqa,32,8,128,1,128,fp16,uniform,strided,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.09046400338411331,0.09913600236177444,0.088639996945858,0.0034755357771495826,0.08017622982151806,0.09131152182817459,12800,12288,25088,0.2773257766791005,0.050159582882740986,0.07601111236703093
compile,gqa,32,8,128,1,128,fp16,uniform,strided,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.03073599934577942,0.03558399900794029,0.028863999992609024,0.0037751598144888507,0.02298748935572803,0.028609007131308317,12800,12288,25088,0.8162415582379628,0.14763263834702964,0.22372038237779088
graph_eager,gqa,32,8,128,1,128,fp16,uniform,strided,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.03167999908328056,0.03359999880194664,0.03049599938094616,0.0012874446217866378,0.030792850302532315,0.03576802555471659,12800,12288,25088,0.7919192148348402,0.14323348506802122,0.2170539686041318
graph_compile,gqa,32,8,128,1,128,fp16,uniform,strided,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=4,uniform[0]|uniform[1]|permuted-requests|strided-qkv,0.010912000201642513,0.013183999806642532,0.0072639998979866505,0.001504744494715583,0.006011199438944459,0.011260970495641232,12800,12288,25088,2.299120192118734,0.4158391304801269,0.630156653164858
eager,gqa,32,8,128,1,128,fp16,ragged,packed,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.09147199988365173,0.10460799932479858,0.08975999802350998,0.008517015548713163,0.07872040034271777,0.08908752351999283,12800,12288,25088,0.27426972223096474,0.04960683795502079,0.07517349063262646
compile,gqa,32,8,128,1,128,fp16,ragged,packed,identity,1234,pass,q_maxdiff=9.54e-07 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.04297599941492081,0.05238400027155876,0.031647998839616776,0.007163150843170845,0.0286891998257488,0.0367090106010437,12800,12288,25088,0.5837676922363723,0.10558536712178412,0.16000255072634648
graph_eager,gqa,32,8,128,1,128,fp16,ragged,packed,identity,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.03171199932694435,0.033055998384952545,0.030688000842928886,0.0008014688418856201,0.030704489909112453,0.035792007111012936,12800,12288,25088,0.7911200975172759,0.14308894967068675,0.21683494173635484
graph_compile,gqa,32,8,128,1,128,fp16,ragged,packed,identity,1234,pass,q_maxdiff=9.54e-07 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.010944000445306301,0.014399999752640724,0.008448000065982342,0.0013529304036786365,0.0060249201487749815,0.01145602436736226,12800,12288,25088,2.2923975675421158,0.4146232173808169,0.628314075896298
eager,gqa,32,8,128,1,128,fp16,ragged,packed,permuted,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.09016000106930733,0.09855999797582626,0.08803199976682663,0.0037962305577003692,0.0793944695033133,0.08936249651014805,12800,12288,25088,0.2782608662650135,0.050328711422284074,0.07626740732972499
compile,gqa,32,8,128,1,128,fp16,ragged,packed,permuted,1234,pass,q_maxdiff=9.54e-07 k_maxdiff=0.00e+00 cases=5,ragged[0]|ragged[1]|uniform|permuted-requests|strided-qkv,0.041231999173760414,0.05119999870657921,0.03174399957060814,0.006916258341136959,0.02873819088563323,0.03635400207713246,12800,12288,25088,0.6084594611644667,0.11005133795544149,0.16677021886383048
