head_label,num_q_heads,num_kv_heads,head_dim,num_requests,ctx,dtype_label,arm,rung_index,is_baseline_rung,cache_read_bytes,gqa_path,device_median_ms,amortized_call_ms,read_gbps,error,vs_head_major,ordering_drift,unit_key,run_segment
gqa,32,8,128,32,512,bf16,head_major,0,True,67108864,enable_gqa,0.1204800009727478,0.1200985093601048,558.7818230014827,,1.0,1.0014089239839612,gqa_b32_ctx512_bf16,0
gqa,32,8,128,32,512,bf16,token_major_view,1,False,67108864,enable_gqa,0.1218239963054657,0.12102424050681293,554.5076235882032,,1.007708098557097,1.0014089239839612,gqa_b32_ctx512_bf16,0
gqa,32,8,128,32,512,bf16,token_major_copy,2,False,67108864,enable_gqa,0.34856000542640686,0.34879843005910516,192.40013204367966,,2.904269436128169,1.0014089239839612,gqa_b32_ctx512_bf16,0
gqa,32,8,128,32,512,bf16,read_floor,3,False,67108864,n/a,0.12166400253772736,0.12112383963540196,554.0516565690631,,1.0085374105037623,1.0014089239839612,gqa_b32_ctx512_bf16,0
gqa,32,8,128,32,512,bf16,head_major,4,True,67108864,enable_gqa,0.1204800009727478,0.12026771903038025,557.9956495478887,,1.0014089239839612,1.0014089239839612,gqa_b32_ctx512_bf16,0
gqa,32,8,128,32,2048,bf16,head_major,0,True,268435456,enable_gqa,0.4543040096759796,0.46519026975147426,577.044434191219,,1.0,0.9913692524773039,gqa_b32_ctx2048_bf16,0
gqa,32,8,128,32,2048,bf16,token_major_view,1,False,268435456,enable_gqa,0.45559999346733093,0.46787973027676344,573.7274744542004,,1.0057814204212097,0.9913692524773039,gqa_b32_ctx2048_bf16,0
gqa,32,8,128,32,2048,bf16,token_major_copy,2,False,268435456,enable_gqa,1.4685919880867004,1.5146187506616116,177.22971928265298,,3.2559123634954568,0.9913692524773039,gqa_b32_ctx2048_bf16,0
gqa,32,8,128,32,2048,bf16,read_floor,3,False,268435456,n/a,0.44732800126075745,0.4471340496093035,600.3467108679229,,0.9611853013352639,0.9913692524773039,gqa_b32_ctx2048_bf16,0
gqa,32,8,128,32,2048,bf16,head_major,4,True,268435456,enable_gqa,0.45609600841999054,0.4611753299832344,582.0681171513635,,0.9913692524773039,0.9913692524773039,gqa_b32_ctx2048_bf16,0
gqa,32,8,128,32,8192,bf16,head_major,0,True,1073741824,enable_gqa,1.8271039724349976,1.8454247701447457,581.8399326653565,,1.0,1.007120517543603,gqa_b32_ctx8192_bf16,0
